Date / Time,City,State,Shape,Duration,Summary,Posted
6/5/19 03:30,Mt. Calm,TX,Light,60,Driving N on Hwy 31 just before passing threw mt calm 3 blue lights huvered in a row over the town.,6/7/19
5/31/19 01:00,Sanger,TX,Light,10,It was pitch black when a light appeared in the sky; the object started dropping rapidly.,6/7/19
5/27/19 20:25,Jones Creek,TX,Cylinder,45,"No lights. Appeared as a vertical, grey, smoky cylinder. Estimate fifty feet tall twenty five feet wide.Moving in a southeastern di",6/7/19
5/26/19 22:00,Rowve,TX,Light,600,"The zigzagging lights across Rowe, NM.",6/7/19
5/23/19 17:30,Houston,TX,Unknown,60,"A nuclear explosion, high in the atmosphere...... Mushroom cloud went wsy up high... It must of been higher than i originally thought",6/7/19
5/21/19 22:00,Pearsall,TX,Unknown,180,2 objects moving extremely fast. Appeared to be impossibly large for their speed,6/7/19
5/21/19 21:42,Plano,TX,Unknown,360,"Unidentified Light - Color Changing and Flashing, Very Fast and Maneuverable beyond anything I've Seen - Plano, TX",6/7/19
5/20/19 20:00,Fort Worth,TX,Rectangle,300,"Saw a vertical rectangle, looked like a lower case letter i, move across the sky.  Daytime - no lights on object.",6/7/19
5/15/19 02:00,San Antonio,TX,Triangle,900,Bright lights 60 feet above ground near abandoned improved assisted living facility,9/6/19
5/12/19 22:00,Austin,TX,Unknown,1200,Strange bright objects in Northwest Austin sky.  ((anonymous report)),5/14/19
5/6/19 15:03,El Paso,TX,Disk,60,"Military jet takes off and tries to intercept a disc-shaped UAP.  As jet gets close, both UAP and jet suddenly disappear.",6/7/19
5/6/19 14:19,Warda,TX,Teardrop,3600,Caught picture of 6 white teardrop objects. Moving up and sideways. This happen just before a severe thunderstorm.,5/14/19
4/29/19 20:13,Allen,TX,Other,60,3 attached orb cluster with greenish hue connected by diamond shapes flew from south southeast to north northwest in the Allen TX sky.,5/9/19
4/27/19 19:25,Austin,TX,Triangle,900,Brown boomerang shape glided across the sky with no light or sound.,5/9/19
4/20/19 09:38,Waco,TX,Triangle,10,"Triangle shaped object, three red lights, one light on each point.",4/25/19
4/16/19 20:30,Kingwood,TX,Fireball,120,3 fireballs flying in a triangle.,4/25/19
4/15/19 04:30,Frisco,TX,Triangle,10,"Wing shaped object flying low and fast over house, made no noise at all. It was white and almost transparent.",4/18/19
4/11/19 21:15,San Antonio,TX,Triangle,120,Three red-orange lights in triangular formation hovering over apartments.,4/12/19
4/10/19 22:30,Freeport,TX,Formation,5,"It looked like a flare, but it had a series of moving bright white lights.",4/18/19
4/10/19 21:20,Austin,TX,Triangle,30,I was walking my dogs outside in south Austin  around 9:20pm. I caught something in the corner of my eye and was able to identify a tri,4/12/19
4/4/19 22:15,Austin,TX,Cigar,600,Bright light split into 2 flying from NE to NW.  High above normal aircraft which we observed flying below.  ((anonymous report)),4/8/19
4/2/19 20:25,Kirbyville,TX,Disk,900,"The object has flashing lights that are green, blue, red, and white.  The lights revolves around the object.  The object hovers.",4/8/19
4/1/19 22:30,Pearsall,TX,Formation,3,Orange/Golden orbs.  ((anonymous report)),4/8/19
4/1/19 15:30,San Antonio,TX,Changing,180,I saw a dark square shape floating over seaworld.. along with a silver light close by. Drove around the neighboorhood and took a pictur,4/8/19
3/30/19 02:35,Dallas,TX,Oval,20,"Flying object with large bright whirling, twirling lights with at least 4 different colors.  ((anonymous report))",4/8/19
3/25/19 22:05,Hurst,TX,Light,35,On W. Pipeline Rd headed E.  Look up and there are 4 white lights not blinking in a diagonal line spaced evenly.  ((anonymous report)),3/29/19
3/18/19 06:45,Blackwell,TX,Light,420,Slowly moving red/gold glowing orb.,3/29/19
3/16/19 21:10,Flint,TX,Fireball,240,Orange orbs (glowing) moving SW over the lake. Definately not aircraft or balloons.,3/21/19
3/16/19 15:50,Frisco,TX,Triangle,15,"All white objects going the same speed, very fast, clear sky, then disappeared. Difficult to tell shape of the objects due to the altit",3/21/19
3/15/19 06:20,The Woodlands,TX,Circle,5,"Driving E, I noticed a large bluish green light shaped like a ball moving smooth and extremely fast.  ((anonymous report))",3/21/19
3/14/19 22:30,Atlanta,TX,Other,600,6 lights seen in East Texas. Moving strangely,3/21/19
3/5/19 19:20,Angleton,TX,Oval,1200,"Thick red line of light, slightly longer than the moon",3/14/19
2/22/19 20:10,Tolar,TX,Light,60,An object with 3 lights flew over our car tonight.,2/27/19
2/15/19 20:33,Austin,TX,Sphere,60,Two glowing spheres that changed direction at different times.,2/22/19
2/15/19 18:00,Navasota,TX,Other,120,Boxy object flying in sky.,4/25/19
1/27/19 17:45,Haltom City,TX,Oval,300,Oval light sphere ufo over DFW Texas with video,2/1/19
1/23/19 22:48,Burleson,TX,Changing,900,"6 flickering  red/white lights linked together in a broken V, converged to form a Hexagon then flew away https://youtu.be/NgqCSPKCm2g",2/1/19
1/23/19 19:00,Mansfield,TX,Light,120,Two lights slowly falling then disappearing.,2/1/19
1/20/19 13:00,Austin,TX,Sphere,30,This is the second time I have witnessed such a craft hovering generally above my house.At approximately 1:00pm I was in the front,1/24/19
1/20/19 13:00,Austin,TX,Sphere,30,This is the second time I have witnessed such a craft hovering generally above my house.At approximately 1:00pm I was in the front,2/7/19
1/18/19 21:50,Allen,TX,Other,300,"Red spherical/triangular object active in Allen, TX approximatley five minutes, five witnesses.",1/24/19
1/16/19 09:00,Pine Springs,TX,Sphere,120,Motionless grey object above 30k.,1/24/19
1/9/19 00:20,Lindale,TX,Formation,300,Seen a formation type of lights.  Was there then disappeared after a few minutes.,1/17/19
1/8/19 08:00,Midland,TX,nan,1200,Numerous beams of orange pulsing lights in the sky over Midland circling the town.,1/11/19
1/8/19 08:00,Midland,TX,nan,3600,Add to previous report.My husband ((name delet noticed two orgnage beans in the sky just over the midland memorial hospital. Then about,1/11/19
1/4/19 00:26,Austin,TX,Circle,600,Driving on rt 183 north west   saw very very bright light in circle in night sky was clear sky  jan 4 1226 am  it was moving in same di,4/25/19
12/31/18 23:30,San Antonio,TX,Sphere,900,I saw fiery orange lights no sound flying at low altitude no noise they moved south then flanked back but they all flanked at the same,1/11/19
12/29/18 00:29,Sanger,TX,Changing,600,We saw a bright feiry object in the sky that changed shape frequently and had smaller objects fly up towards it.,1/4/19
12/19/18 21:30,Estelline,TX,Light,600,Fleet of lights going against wind in Estelline Texas,1/4/19
12/10/18 22:00,Beaumont,TX,Light,300,I was outside a hospital smoking a cigarette.looked up and saw a bright white light that resembled a star except it got dimmer and dimm,12/14/18
12/4/18 20:54,Galveston,TX,Light,120,"I’m from Galveston, and I seen a bright green egg shaped light that shot down into the water. ((anonymous report))",12/6/18
11/14/18 14:55,Coppers Cove,TX,Oval,30,The object was still in the sky did not move then disappeared did not fly off or was too fast to see fly off.,11/24/18
11/13/18 16:00,Kaufman,TX,Circle,300,We were coming into Kaufman from Dallas. And the driver pointed it out first there were 3 circular orbs appearing to be stacked one abo,11/24/18
11/12/18 18:10,San Angelo,TX,Sphere,900,Ball of light followed the Concho River.  ((anonymous report)),11/24/18
11/2/18 10:00,San Antonio,TX,Rectangle,5,Strange Light Over San Antonio (Fresno St/Edison HS Area),11/9/18
10/25/18 03:00,Newark/Fort Worth,TX,Sphere,10,Red flashing light crashing from the sky.,11/9/18
10/14/18 01:00,Beaumont,TX,Light,600,I was standing outside with my sister-in-law walking my dog when I noticed the strangest star in the sky.,12/14/18
10/10/18 20:30,Dallas,TX,Light,600,I was walking my dog facing east toward the Dallas/Fort Worth airport and saw four brighter than usual lights over the vicinity.,10/12/18
9/30/18 02:00,Arlington,TX,Sphere,10,"Sphere in sky, looked like the sky was moving.",10/6/18
9/24/18 22:50,Houston,TX,Triangle,60,"Black isosceles triangle with six large, faded lights around the inside of its outline and the inside of all three corners and another",9/27/18
9/13/18,Sherman,TX,Sphere,30,My son and I was Flying a kite N there was somthing in the air.  ((anonymous report)),9/27/18
9/11/18 20:31,The Woodlands,TX,Egg,1200,Orb photographed 9/11/2018 The Woodlands Texas,9/13/18
8/29/18 22:00,Amarillo,TX,Circle,1020,Unexplained bright light.,8/31/18
8/24/18 06:00,Whitesboro,TX,Light,20,Object flashes after making a high altitude U-turn,8/31/18
8/21/18 20:06,Carmine,TX,Unknown,5,I was taking pictures of the sunset at the time and I didn't notice anything until I was thumbing through my gallery to clear to make r,8/31/18
8/17/18 19:30,El Paso,TX,Circle,600,Evening viewing of several on identified aerial objects with clear photographs.  ((NUFORC Note:  Possible high-altitude balloon.  PD)),8/22/18
8/16/18 21:10,Fischer,TX,Disk,60,"Noticed a disc shape moving quickly and disappear, only to reappear brighter and then disappear again. ((anonymous report))",8/17/18
8/14/18 05:45,Vidor,TX,Light,300,"Light was fast coming from N, heading S.  Light slowed down.  Started turning E toward the Pentagon Constellation. ((anonymous report))",8/17/18
8/7/18 21:08,Austin,TX,Formation,120,"Four solid orange lights seen flying in formation, before they disappeared.",8/10/18
8/7/18 21:00,Eagle Pass,TX,Sphere,3600,Many sightings all over town.  ((anonymous report)),8/10/18
8/4/18 20:15,Spring,TX,Cigar,1200,"So, there was a cigar shaped object in the sky that would lighting up and changing colors, it was not a plane.",8/10/18
8/4/18 13:33,Houston,TX,Circle,300,Saw a red/orange spinning wheel object ascending and then vanish into cloud bank.,8/10/18
8/1/18 23:00,Houston,TX,Changing,900,Ufos that mimic planes everyday occurrence now.,8/10/18
7/19/18 22:00,Marfa,TX,Triangle,1200,West Texas Triangle UFOs,8/10/18
7/11/18 22:09,Midland,TX,Light,300,Blue UFO hovers above me for several minutes,8/10/18
7/11/18 04:15,Shepherd,TX,Light,90,"Pair of white lights, unmoving directly overhead, fading within 90 seconds to invisible.",7/19/18
7/10/18 14:45,Arlington,TX,Sphere,180,Black sphere about the size of a large air plane very slowly moving then as I pointe do it out it sped off very extremely fast.,7/13/18
7/10/18 09:18,Livingston,TX,Unknown,720,Seen this weaird light about 9:00.after work it was sitting steal with altering lights white red and green it shows movement left to ri,8/10/18
7/8/18 11:30,Austin,TX,Light,180,Out walking my dog and saw a light orb zigzag in the sky then stop. Was 100 steps from home and did not have my mobile phone with me. W,7/13/18
7/4/18 21:33,Pasadena,TX,Other,120,Moving Star (white dot) vanished with orange flash.  ((anonymous report)),7/5/18
6/15/18 19:30,Kerr County,TX,Other,180,"Ball-shaped solid object, low altitude, silent, constant speed and altitude, seemed to rotate or ""jiggle,"" glinted occasional",6/21/18
6/15/18 01:00,Waco,TX,Circle,120,"I was in pool and my wife was sitting on the edge.We heard a sound to the south west.  It sound like a jet type engine, but not a p",6/20/19
6/9/18 21:45,Prosper,TX,Circle,60,"Perfectly round, translucent, iridescent, thin disc seen flying silently above the houses in my neighborhood.((anonymous report))",6/15/18
6/8/18 21:45,Fort Worth,TX,Unknown,14,Bright white object moved across binocular field of view.  No collision lights.  ((anonymous report)),6/15/18
6/3/18 00:25,Lubbock,TX,Triangle,300,"Triangle object with blinking red, green, and white lights seen in telescope.",6/7/18
6/2/18 22:40,Alvin,TX,Fireball,300,I was sitting on my back porch. First I heard coyotes howling and then dogs barking. I first saw two glowing orange orbs approximately,6/7/18
5/24/18 13:00,Edinburg,TX,Sphere,25,A silver daylight sphere was crossing east to west right in front of me.  Seemed to have cloaked on the photos. ((anonymous report)),11/24/18
5/5/18 21:33,Dickinson,TX,Light,3600,This object appeared 2 nights in a row. It looked somewhat like Venus when its at its brightest but it was at 280 degrees west at about,5/10/18
5/2/18 20:30,Lamesa,TX,Egg,4,"Egg shape object over Lamesa, TX.",5/4/18
4/26/18 22:30,Austin,TX,Triangle,180,Faint translucent triangle covered in tiny lights.,8/10/18
4/24/18 00:03,Austin,TX,Other,60,I witnessed an unknown object approaching from the S in a N direction about 100 ft behind it.  ((anonymous report)),4/26/18
4/15/18 06:23,Livingston,TX,Light,60,"on my way to work going east on 190hwy, I'm driving and I see this greenish white light (circle /orb) that flew almost parallel with my",3/21/19
3/24/18 19:58,Houston,TX,Disk,5,Large bright white disk flew quickly across my house in seconds silently.  ((anonymous report)),4/5/18
3/23/18 21:30,Aledo,TX,Light,30,Bright lights hover over pasture.  ((anonymous report)),4/26/18
3/18/18 22:20,Georgetown,TX,Changing,30,Three completely silent red lights traveling in the sky which had the ability to alter configuration.,3/23/18
3/16/18 12:00,Cedar Park,TX,Sphere,120,High-speed metallic sphere shooting across Central Texas skies.,3/23/18
3/10/18 23:15,San Antonio,TX,Sphere,45,Orange sphere travels from E to W/,3/23/18
3/2/18 21:10,Fort Worth,TX,Sphere,4560,"I observed and filmed a brilliant bright blue sphere moving in the night sky as I stood outside my house in Ft. Worth, TX.",3/23/18
3/1/18 11:00,Midland,TX,Cross,15,Object was a double cross shape hovered with no sound then vanished.  ((anonymous report)),3/8/18
2/14/18 20:00,San Antonio,TX,Oval,1500,"Spacecraft seen by two people over power lines, poles, and electrical cables.",2/22/18
2/5/18 06:55,Fort Worth,TX,Circle,20,Bluish white bright object flying in a NE direction near Granbury Road and Interstate 20,2/16/18
1/24/18 16:05,Fort Worth,TX,Rectangle,4,"White rectangle object crossed over moon, visible through telescope.",1/25/18
1/20/18 08:20,Shamrock,TX,Sphere,240,"Bright glowing sphere over Shamrock, TX.",1/25/18
1/18/18 22:52,Burnet,TX,Teardrop,5,((HOAX??))  Teardrop type aircraft thing and there was green lights everywhere and then it shot a loser down.  ((anonymous report)),1/25/18
1/7/18 02:30,Dallas,TX,Light,420,The only reason i spotted is because i looked up and the light was so weird it caused my vision to go blurry and almost see it in doubl,1/11/19
1/6/18 23:55,Uhland,TX,Light,20,Red lights.,3/29/18
1/6/18 18:34,Brookshire,TX,Light,60,I saw this bright orange light rise up over the trees.  It rose pretty quickly.,1/12/18
12/25/17 19:00,Garland,TX,Oval,10,"After a few minutes of standing outside with them, both of them and I looked up and saw it as it flew off.  ((anonymous report))",1/12/18
12/21/17 06:00,San Antonio,TX,Unknown,600,Stationary white light pulsating at about 10 degrees for 10 or so minutes.  ((anonymous report)),12/21/17
12/19/17 05:00,Carbon,TX,Circle,3,Red orb.,3/15/19
12/12/17 18:50,San Antonio,TX,Light,300,"Red Pulsing Orb/Light over San Antonio, TX",12/14/17
12/10/17 21:00,McKinney,TX,Light,10800,Myself and 2 roommates winessed a group of UFO's who appeared to be watching us.,2/22/18
12/10/17 20:40,San Antonio,TX,Disk,300,4 orangish colored objects flying close together then crossed over each other and disappeared,12/14/17
12/10/17 03:00,Amarillo,TX,Triangle,1080,I. Woke up an looked at my security cameras an. This. Is. What I saw I have. Seen this. Before. A  large. Bright light which looks lime,12/14/17
12/9/17 21:30,New Braunfels,TX,Formation,40,Four orange lights in formation.  ((anonymous report),12/14/17
12/9/17 20:35,Lumberton,TX,Light,7200,Red flying lights saturate night sky!!,3/2/18
12/7/17 22:10,Houston,TX,Triangle,3,Triangle craft that glowed red.,12/8/17
11/3/17 07:10,San Antonio,TX,Cigar,4,"Ufo spotted, right before it vanished.",11/9/17
10/26/17 16:00,Austin,TX,Disk,120,"Bright silvery object that appeared to change back and forth from a tube to a saucer high above Austin, TX",11/3/17
10/23/17 20:00,El Paso (NE; Fairbanks & Rushing),TX,Other,7,Silent flying wing moving NE for about 7 seconds.,11/3/17
10/23/17 19:15,Sherman,TX,Disk,60,"This is the second time in 3 years that I've seen a UFO while driving on Hwy. 75 in Sherman, Texas.This evening, at 7:15 P.M., head",11/3/17
10/23/17 01:02,Rowlett,TX,Egg,900,"Bright light unlike a star or planet, it seemed to glow",11/3/17
10/23/17 00:00,Houston,TX,Triangle,10,I stepped outside to look at the clear moonless sky. My location is 10 miles west of Intercontinental Airport Houston IAH. I have never,11/3/17
10/16/17 06:15,Huntsville,TX,Circle,300,Saw ball of light move low to ground and back up.,10/19/17
10/15/17 14:00,Houston,TX,Circle,30,((NUFORC Note:  Witness provides no significant data.  PD)),10/19/17
10/8/17 20:15,Longview,TX,Triangle,2700,I had gone out on my pool patio with a glass of ice tea to relax while my family watched football. As soon as I sat down in my longue c,10/19/17
9/7/17 22:00,Richmond,TX,Triangle,10,Black triangle over Texas.,9/8/17
8/17/17 01:00,Cedar Park,TX,Light,3,"Two blue lights, one event moving east to west, and the other moving north to south.",8/24/17
8/14/17 22:00,Austin,TX,Triangle,1200,"NW part of Austin.  In the W part of the sky, three lights appeared, thought it was a plane, but the lights started becoming bright.",8/17/17
8/12/17 03:30,Austin,TX,Light,1,White light.,8/17/17
7/29/17 22:00,Keller,TX,Formation,240,12 white dots in four groups of three flying in a coordinated path at high altitude.,8/4/17
7/29/17 21:30,Pilot Point,TX,Rectangle,10,Rectangular with lights and a loud sound.,8/4/17
7/26/17 01:00,Pleasanton,TX,Flash,1200,I had driven home after a night of work and was outside having a ciggertte before going inside.i live out in the country on a ranch and,7/27/17
7/18/17 21:25,Nacogdoches,TX,Sphere,6,"To the east a star appeared in the atmosphere out of nowhere, then shot across the sky to the North,  then just disappeared .",7/23/17
7/13/17 07:51,McKinney,TX,Sphere,180,Red metallic sphere.,7/14/17
7/8/17 05:15,San Antonio,TX,Other,600,"Like a very very large square window, shape of bright white light",7/23/17
7/2/17 21:45,Denton,TX,Triangle,300,"At 9:45 pm I was walking north on Fulton. Here in Denton it's clear skies with a waxing moon, but a thunderstorm in Oklahoma was reall",7/7/17
6/16/17 05:00,Aledo,TX,Flash,7200,"Bright light about 10x a star, flashing with tint of red lights in Aledo, TX, sky for hrs. ((NUFORC Note:  Venus??  Anonymous.  PD))",6/22/17
6/14/17 23:00,Leander,TX,Sphere,10,LOW HELICOPTER FOLLOWING A RED SPHERE WITH NO BLINKING LIGHTS ON SPHERE.  IT WAS HEADING IN SOUTHWEST DIRECTION.,6/15/17
6/9/17 05:00,Ballinger,TX,Circle,14400,"Driving from Kerrville, Tx to Ballinger, TX and beyond we saw this round object in the sky above the clouds. It didn't appear to move d",6/15/17
6/7/17 21:15,Houston,TX,Triangle,300,"Bright, red circle of light with triangle on front moved over Houston in a north-south direction, then disappeared.",6/9/17
6/1/17 18:00,Lakeway,TX,Sphere,10,"UFO video accidently taken over Lake Travis, Lakeway, TX.  ((NUFORC Note:  Appears to us probably to be an insect.  PD))",6/22/17
5/27/17 21:00,Spring,TX,Circle,120,Red and orange orbs.,6/2/17
5/25/17 22:30,Floresville,TX,Fireball,600,2 fireballs over texas.  ((anonymous report)),6/2/17
5/25/17 19:15,Friendswood,TX,Unknown,120,2 Objects sighted 3 minutes apart traveling from the south to the north...,6/2/17
5/15/17 00:00,Cypress,TX,Light,30,4 orange lights smoothly floating in the clear sky effortlessly in a check mark formation.,5/15/17
5/14/17 05:30,San Antonio,TX,Light,3600,The watcher's were spotted.,5/15/17
5/13/17 11:30,Katy,TX,Cylinder,600,Objects were flying together in a pattern and then one of the objects verged away slightly and then came back.,5/15/17
5/10/17 05:15,Cypress,TX,Light,180,Bright stationary disc of light in pre-dawn,5/15/17
5/10/17 00:00,Abilene,TX,Light,120,"I noticed 2 dark yellow, amber colored, what I thought to be stars.  ((NUFORC Note:  Submitted by aviation specialist.  PD))",5/15/17
5/8/17 00:30,Wylie,TX,Light,900,Object changing speeds emitting blue and red lights flew across the sky without making noise.,5/11/17
5/6/17 21:15,Waxahachie,TX,Chevron,30,a chevron shaped object flew 50 feet over my head at about 8-10 mph for 30 seconds going north and then vanished,5/11/17
5/5/17 11:30,Austin,TX,Disk,3,"Flying saucer descends, possibly lands in North Austin nature trail.",5/6/17
4/30/17 22:00,Spring,TX,Circle,60,We saw 4 ufo's the first 3 were in an arrow shape with one tagging along behind and then a couple seconds later they all merged into a,5/6/17
4/30/17 05:00,Del Valle,TX,Circle,180,bright star like object moving around moon in the day time,5/6/17
4/25/17 00:00,Dallas,TX,Triangle,5,Me and my buddy are fishing and we saw a reflection on the water and looked up and I passed over  with out making a sound,4/28/17
4/18/17 22:00,Galena Park,TX,Light,6,A led blue light with a tail streaked across the sky. The wind pick up around 35 knots. And a car alarm went off.  ((anonymous report)),4/28/17
4/17/17 22:00,Sugarland,TX,Sphere,45,"~22:00, I was walking home and looked towards the sky to see what I thought was an airplane.  ((anonymous report))",4/20/17
4/15/17 22:30,Dickinson (headed toward Galveston),TX,Light,120,Was around 10:30pm I looked up to see a red glowing orb about the size of an airplane. There was a green blinking light that looked to,4/20/17
4/12/17 21:00,Frisco,TX,Triangle,120,Low-flying triangle.,4/13/17
4/10/17 20:50,Austin,TX,Circle,3,GREEN SPEEDING LIGHT THAT STOPS AND THEN SPEEDS OFF AND DISAPPEARS,4/13/17
4/8/17 16:30,Georgetown,TX,Circle,10,"Silver, spherical obj. flying at a high rate of speed, no sound, over Georgetown, TX.  ((NUFORC Note:  Witness is ret. mil pilot.  PD))",4/13/17
4/6/17 09:00,Austin,TX,Rectangle,7200,I saw a black rectangle shape in the horizontal postion hovering over downtown Austin Texas and saw it rotate parallel to the ground an,4/7/17
3/29/17 22:00,Lockhart,TX,Other,3600,I witnessed multiple lights in the sky totaling at about 13. They would disappear and reappear close to where they were but impossibly,4/7/17
3/22/17 21:30,North Richland Hills,TX,Light,30,We came to sit out on balcony.  We She was surprised that she could see so many stars. We saw a plane fly by. ((anonymous report)),3/23/17
3/21/17 20:03,San Angelo,TX,Sphere,60,"4 silent, unidentitified objects over San Angelo.  ((NUFORC Note:  We suspect lens flares, caused by street lamp.  PD))",4/28/17
3/20/17 18:15,Houston,TX,Cylinder,30,I was taking pictures of the sun getting ready to set. I took several pictures about 30 seconds apart. ((anonymous report)),4/7/17
3/20/17 04:47,Dallas,TX,Oval,30,There was a big green flash of light.  ((anonymous report)),3/23/17
3/19/17 22:00,Eagle Pass,TX,Other,120,"Standing outside, when I heard someone say that they see something in the sky.  We look up and there is somewhat of a triangle.",4/7/17
3/18/17 20:59,Austin,TX,Triangle,180,"12 Silent Craft Over South Travis Co., TX",3/23/17
3/18/17 20:35,Dallas,TX,Sphere,15,Colorful sphere flying below clouds moving north west turning off its lights as it flew over my house.,3/23/17
3/16/17 06:35,Dallas (Lakewood area),TX,Flash,15,"Approximately 630 am, very dark outside. Saw flash/ball of bright light. Bright enough to light the edge of the neighborhood to where i",3/17/17
3/7/17 19:00,Fort Worth,TX,Light,2400,4 lights at a perfect angle slowly moving south.possible triangle formation.,3/10/17
3/2/17 22:30,Lake Conroe,TX,Light,10800,"Lights over Lake Conroe in Montgomery Co., Houston, TX.",3/10/17
3/1/17 18:30,Ingram,TX,Flash,5,Very bright white thin flash of light with half arrow shape at front in SE sky.,3/10/17
2/28/17 18:57,Atascocta,TX,Unknown,4,Black sky red green lights rolling  made tight turn over roof tops,3/10/17
2/24/17 03:00,Dallas,TX,Light,1800,"Around 0300 an object resembling a star only brighter, appears in the southeastern sky.",3/10/17
2/24/17 03:00,Dallas,TX,Light,1800,Follow up to report submitted 02/24/2017,3/10/17
2/17/17 20:40,Irving,TX,Light,1200,"UFO, with helicopters.  ((NUFORC Note:  Report from former airline employee.  PD))",2/22/17
2/17/17 08:30,Bryan,TX,Oval,45,"Flat oval disk-like object twisting and turning in place in the sky, then stabilized and flew away out of sight.",2/17/17
2/16/17 21:00,Longview,TX,Light,7200,Rapidly and oddly moving amber light moving all over the sky,2/17/17
2/15/17 19:50,Harper,TX,Light,10,White light moving West to East at a high rate of speed.,2/17/17
2/8/17 05:30,Liberty Hill,TX,Oval,120,"Oval tipped object blueish glow moving very slowly NW to E low in sky no sound almost transparent,  I got very dizzy.",2/10/17
2/5/17 21:48,Carmine,TX,Sphere,15,"At 9:48 pm around Feb 5th a Orange solid glowing basketball size object was flying 30,000 feet or more moving at a constant speed.",3/10/17
2/3/17 21:00,Hutto,TX,Formation,2,5-6 red lights appear over the night sky.,2/10/17
1/30/17 18:45,Katy,TX,Fireball,5,Fireball fast moving to Earth.,2/3/17
1/25/17 20:45,San Antonio,TX,Light,5400,Green orb shot out of white light  ((NUFORC Note:  We suspect a sighting of Venus.  PD)),1/26/17
1/25/17 19:05,Lakehills,TX,Formation,900,Orange spheres appear near Medina Lake blinking on and off for several minutes AGAIN!,2/3/17
1/6/17 17:30,Austin,TX,Formation,300,"Flotilla over Austin, disguised as Orion.",1/12/17
1/1/17 00:30,San Antonio,TX,Fireball,120,"New Years @ ~12:30am, my father and I observed an object in the sky appearing red at a distance but then turned bright orange.",1/6/17
12/31/16 00:30,Cleburne,TX,Oval,7200,Me and my friend was going from his house to my house and in the sky one after another red lights following each other very slow,1/12/17
